Epoch,Train Loss,Hit@20,Hit@40,Hit@60,Hit@80,Hit@100,Recall@20,Recall@40,Recall@60,Recall@80,Recall@100,Ndcg@20,Ndcg@40,Ndcg@60,Ndcg@80,Ndcg@100
1,0.3945407569408417,0.10372429499631586,0.15526826981043607,0.19227677674325142,0.22382611025520802,0.25061959943733675,0.015216728660137914,0.025921641322212304,0.035001336076141865,0.04334128879240079,0.0512498887462334,0.04461468862439991,0.05470257525185613,0.06105533429639802,0.0660238962821412,0.07015786535346302
2,0.23305706679821014,0.16699042132761743,0.2382945944135575,0.2864558912184339,0.32517248308660995,0.3557505526157144,0.033185076420913784,0.052282693962804036,0.06741311325991581,0.0810723473441724,0.09307987487310511,0.07523549088890716,0.08880491989081954,0.09669877253918621,0.10282284085158769,0.10717848672207404
3,0.21428491175174713,0.20242481077098268,0.27861879563266123,0.33254069261169533,0.3757786857793556,0.41020831937839103,0.04238219231836724,0.06486641130839708,0.08390088637248791,0.10069183374023057,0.11593990399455364,0.09642173330946884,0.11037627377657559,0.11896935608283815,0.12545884330819213,0.1303637790602598
4,0.20310717821121216,0.2321655837631456,0.3128809699243083,0.36800857391653824,0.4119164043137517,0.4454082657914126,0.04953525032650982,0.07495407689648288,0.09610118518414287,0.11514468721919455,0.1319341134831173,0.11159974039579106,0.1261985703695602,0.134719658566861,0.14109457540867157,0.14555744225139464
5,0.19319306313991547,0.2581217764083328,0.34278920222385967,0.4009980574720343,0.4473173018956394,0.48181391921763006,0.056394999189122455,0.08535402310644946,0.10874091978690455,0.12974011876619548,0.14737064090065857,0.1275781029481552,0.14223158571232497,0.15122308321687827,0.15749675962050388,0.16207757998903846
6,0.1841428577899933,0.27905418983187086,0.3666019157344764,0.42648536405653414,0.4704266863152254,0.5063969455422332,0.06307374180083779,0.09325635049579481,0.11819210350019387,0.13884807914125902,0.15806224139906594,0.1398629755539983,0.1548153651077264,0.16359570607481344,0.16954542595300462,0.17441172524937001
7,0.1750035136938095,0.29821153459709293,0.3900797106303168,0.45019760198271813,0.49433987541027535,0.5296068055462523,0.06877819545091737,0.10079807458487612,0.12665708126722866,0.14840647524525474,0.16805118737160724,0.1509647283150601,0.16661009019014703,0.17533905250877307,0.18124007500337905,0.1857130948891537
8,0.1658673733472824,0.3224931341683971,0.41335655435729124,0.47364190501708103,0.5200616250251189,0.5557639493603054,0.07531848377814478,0.10886383553426793,0.13555147162682638,0.158292989957068,0.17833539410213486,0.16466026434637038,0.17980874996931354,0.18827146588370336,0.1943536426648361,0.19888186105364636
9,0.15784795582294464,0.34000937772121365,0.4361310201621007,0.49835889878759454,0.5429365664143613,0.5773327081519193,0.08092135779998777,0.1162980145930476,0.14418273427592654,0.1674961890451389,0.18735049313997892,0.1764034759897934,0.1923538245445523,0.20104563350312368,0.2065723923399632,0.21059450582446337
10,0.14895664155483246,0.3552481746935494,0.4551209056199343,0.5188559180119231,0.5635005693616452,0.5969924308393062,0.0853268510276613,0.12330410176859957,0.1523070955955268,0.17605924503413242,0.19647767998268428,0.18719606005138134,0.203423879732558,0.2120956659714208,0.21751523861962577,0.22149052504707878
11,0.14081893861293793,0.3701520530511086,0.4705941456226137,0.534563601044946,0.5766293790608882,0.6106236184607141,0.08923294726218363,0.12812362830211158,0.15813268460079186,0.18199291604962076,0.20230583775913996,0.1959836698153582,0.2120786524545152,0.22052953329966637,0.22519190804029482,0.2289036586677351
12,0.13235320150852203,0.385625293053788,0.4866367472704133,0.5494004956795498,0.5922700783709558,0.6272020898921563,0.09394290052652624,0.1334231002509129,0.16374325050828345,0.18856175618012674,0.20975146735969472,0.20605686857583766,0.22203272581493075,0.22994631421822698,0.23466104289635226,0.23826512123897195
13,0.12507320940494537,0.39627570500368414,0.4951436800857391,0.5591131355080715,0.6032554089356287,0.6367472704132896,0.09715003413407618,0.13665047950628387,0.16792343797723067,0.19319752496371767,0.2145769707936374,0.2101529481704445,0.22549485208541875,0.23362589019115548,0.23848207838708035,0.24203480712055342
14,0.117705799639225,0.4056869180789069,0.5069328153258759,0.5684908567218167,0.6148101011454217,0.6473976823631857,0.09989377673326526,0.14095535550221644,0.17157927606177398,0.19810284321995153,0.220030319420257,0.21717519746325933,0.23250864052650697,0.23992213377576854,0.2448664781423357,0.24804308868911726
15,0.1103396788239479,0.4131221113269477,0.5126264317770781,0.5760265255542902,0.621106571103222,0.6546319244423606,0.10182830024529825,0.14279480619522902,0.17407159124219818,0.20090789747660723,0.22312299655838805,0.22191719040242483,0.23631277618557778,0.24409115843665496,0.2487804862980869,0.2520363330109267
16,0.10336394608020782,0.41911715453144877,0.5204970192243283,0.5826914059883449,0.6279054189831871,0.6608614106772054,0.10364692115532687,0.1451105704973955,0.17745618002204783,0.20381688196196326,0.22621770472935143,0.22650388712183675,0.2411384337375141,0.24827523814092353,0.25309099307592237,0.2558313279287605
17,0.0980098769068718,0.4249112465670842,0.5256547658918882,0.5889543840846673,0.6330966575122247,0.6665550271284079,0.10536477172659214,0.14781460261354848,0.18081782776784247,0.20734644803609348,0.2298160013146468,0.22952372473307872,0.24392513995772772,0.25129450236991346,0.2557610130449483,0.25877758235757864
18,0.09209530800580978,0.428394400160761,0.5312813986201352,0.5937102284144953,0.6381539285953515,0.6716457900730123,0.10665384086869138,0.15053254703776986,0.1832746012593974,0.2098584527202883,0.23265844721984952,0.2321359651891699,0.24682841736184294,0.2537665040797161,0.2581457178736244,0.26138361455383663
19,0.08704758435487747,0.4318105700314824,0.5326880568021971,0.5962556098867976,0.6403978833143548,0.6740906959608813,0.10769886688822985,0.15092595203932446,0.18435975051000697,0.21074269336696344,0.2342667173321245,0.23473497163309873,0.24898329430116867,0.2559163086851562,0.260310266164506,0.2633029415741543
20,0.08238428086042404,0.4346908701185611,0.5372094581016813,0.5990689262509209,0.6434456427088218,0.6767365530176165,0.10857227990207921,0.15284995934712842,0.1851779449641755,0.21253434596284254,0.23559482445672594,0.2371130475564708,0.25175058625104524,0.2584361302801029,0.2625341536325499,0.2654716238655821
21,0.07821879535913467,0.43626498760801125,0.5366735883180387,0.601547324000268,0.6468283207180654,0.6786455891218434,0.10892284953164216,0.1529623188858383,0.18650151912263818,0.21384799049497177,0.23709177784574934,0.2380247409873797,0.25192677382517215,0.25909363995620593,0.2636385388757192,0.26627450798452557
22,0.07435398548841476,0.43834148301962617,0.5432045013061825,0.6046285752562128,0.6502444905887871,0.6827650880835955,0.1098637134319341,0.15498531387283004,0.1878200767313138,0.21591410317838194,0.2395594500235079,0.23995803152277934,0.25480329493020015,0.26127952183136943,0.2654885695224938,0.26840182885271113
23,0.07081102579832077,0.4425949494272893,0.5441422734275572,0.6087145823564873,0.65349320115212,0.6857458637551073,0.11120143091678975,0.15621335417089427,0.19014684123192582,0.2179462777853171,0.24165585808263376,0.24056088491301927,0.2547153578104588,0.261855824618547,0.26616539272508283,0.2689088808022164
24,0.06716625392436981,0.4450733471766361,0.5476589188827115,0.6104561591533257,0.6558041395940785,0.6881907696429768,0.11238875004141516,0.15743139601841302,0.19124990320521737,0.2197942467156947,0.2432735487023479,0.24251240293140383,0.2567632681314987,0.26354748456263366,0.26763699486562914,0.2705323294071751
25,0.06477358192205429,0.4467144483890415,0.5504387433853574,0.612700113872329,0.6563735012391988,0.690635675530846,0.11302680152150366,0.15852990607372303,0.1927585554492849,0.22054513911058127,0.24495799973153543,0.24319759783366,0.2576163026138912,0.2643261313569509,0.2684508228920476,0.2713511852322172
26,0.06151957809925079,0.447149842588251,0.5506731864157011,0.6132359836559715,0.6578136512827383,0.6908366266997119,0.11300551940771685,0.1593092508046524,0.19333436557407205,0.22175659928993507,0.24613145890873328,0.2436011496331741,0.2581254409508763,0.26481128496338535,0.26907200250936586,0.2718191504381155
27,0.059147100895643234,0.4491928461383884,0.5511755643378659,0.6144416906691673,0.6587179315426351,0.691205037175966,0.11397474677656166,0.15989676228128866,0.19412991179668504,0.2229591597498853,0.2466507731996467,0.24477424838956044,0.258911702066692,0.26588104298362236,0.26984012164204957,0.2727396488826888
