Epoch,Train Loss,Hit@20,Hit@40,Hit@60,Hit@80,Hit@100,Recall@20,Recall@40,Recall@60,Recall@80,Recall@100,Ndcg@20,Ndcg@40,Ndcg@60,Ndcg@80,Ndcg@100
28,0.05738416686654091,0.450398553151584,0.5539888807019893,0.6160158081586175,0.659722687386965,0.6938508942327016,0.1139294721029595,0.16080092061353204,0.19522811419652536,0.2240288771691889,0.2486125579567717,0.2441096768746075,0.25851614279802604,0.2652107805807001,0.269316323304615,0.27226631259822476
29,0.05496685579419136,0.45106839038113733,0.5541228481478999,0.616953580279992,0.6618996583830129,0.6942862884319111,0.11400799519973914,0.1607549164558296,0.19598731490483776,0.2245535076767059,0.24874181570560802,0.24422722671218636,0.2586804001405537,0.265427978524013,0.26991012752281185,0.2725318846803722
30,0.053111277520656586,0.449628240337598,0.5563668028669034,0.6188291245227411,0.6626699711969992,0.6963962757050035,0.11409654885686063,0.16193478365787337,0.19673392477610163,0.22595698084567867,0.2503800906432058,0.2438730769763104,0.2593099453629206,0.26616883672204344,0.2701082414890686,0.2730589884652181
31,0.050860047340393066,0.4520396543639895,0.5567017214816801,0.6189630919686516,0.663875678210195,0.6962958001205707,0.11490183668843991,0.1621167057786953,0.19720650467551948,0.22665224630121464,0.25123992798883177,0.24557579764694104,0.2603776780302711,0.26720004961833543,0.2712731583073008,0.2739825233491137
32,0.04982732608914375,0.4537477392993502,0.5570701319579341,0.6211735548261774,0.6657847143144218,0.6984057873936632,0.11556858497823375,0.16272753912814453,0.19867744409948795,0.22742507602894915,0.252064755948146,0.24661833068459396,0.26117933785195296,0.26817456966714703,0.27247668482332105,0.2750782416023804
33,0.04839887470006943,0.454551543974814,0.5587112331703395,0.6209056199343559,0.6667224864357962,0.7009176770044878,0.11562431766952239,0.16359431776676903,0.1993815059091347,0.228155338687325,0.25335738436694405,0.2472686905074782,0.2619733789959197,0.2683880161239549,0.27297895533412986,0.2757287004887847
34,0.04722324013710022,0.4555897916806216,0.5603858262442227,0.6220108513631186,0.6683635876482016,0.702759729385759,0.11608834262639854,0.16433642845026084,0.19974449544439496,0.22956269206394375,0.2547622337834757,0.2479304417225508,0.262420986410853,0.26918525218662237,0.27352787500384734,0.27638444809695084
35,0.04586455225944519,0.45699644986268334,0.561256614642642,0.6252595619264519,0.6685980306785452,0.7036305177841785,0.11644682565820925,0.16486434866029318,0.2008497738906369,0.23003769624404335,0.2555497208893647,0.2491023000505958,0.26334737773141315,0.2703677474213655,0.27430368551898215,0.2773415462616133
36,0.04444292187690735,0.4589724696898654,0.5630986670239132,0.6264652689396476,0.6691673923236653,0.7034630584767902,0.11725238091082212,0.16539387646114487,0.20144722890886452,0.23071491055448748,0.25617659522782515,0.2504376689392977,0.26473121944212646,0.2715894500730562,0.27523991664921554,0.2781165541493735
37,0.04318457841873169,0.45820215687587923,0.5635340612231227,0.6256279724027063,0.6707750016745931,0.703864960814522,0.11723106044977011,0.1658094661686592,0.20123170034062426,0.23115802564046503,0.25740698503576204,0.2497167927146712,0.264453737288996,0.27098946032385907,0.2753634257992704,0.27781687938275085
38,0.042106665670871735,0.45793422198405787,0.563601044946078,0.6266997119699914,0.6713443633197133,0.7061758992564807,0.11706051880859135,0.16570340928055602,0.2022171822785827,0.2317736660958002,0.2578008668219794,0.24936891949384937,0.26431586480752456,0.27100854742889635,0.2752504952783544,0.2780966104213131
39,0.04122033342719078,0.4606470627637484,0.5665148368946346,0.6285417643512627,0.6740237122379261,0.7080849353607074,0.11812872740705964,0.16663650362773505,0.20284651388397346,0.23287374644694878,0.2592050820131205,0.25054057038289484,0.26550378419133225,0.2719286034258512,0.2762677465182131,0.2790798722686232
40,0.040344513952732086,0.46114944068591335,0.5646058007904081,0.6285417643512629,0.6742581552682697,0.706443834148302,0.1184825157052242,0.16642003575290573,0.20330560957450508,0.23342405527525797,0.25867882790780433,0.25122963777624624,0.26541657075619157,0.27219550385043617,0.27661206001641453,0.27907609848785236
